day.dec,latitude,N/S,longitude,E/W,GPSfix,NSats,HDOP,elevation
736382.6757407407,37.90557966666667,N,107.70794,W,1,8,1.35,3348.1
736382.6757523149,37.9055795,N,107.70793833333333,W,1,8,1.35,3347.8
736382.6757638889,37.905579833333334,N,107.707937,W,1,8,1.34,3347.4
736382.675775463,37.90558166666667,N,107.70793483333334,W,1,8,1.34,3347.1
736382.675787037,37.90558333333333,N,107.70793333333333,W,1,8,1.34,3346.9
736382.6757986111,37.90558516666667,N,107.70793316666666,W,1,8,1.34,3347.0
736382.6758101851,37.9055855,N,107.70793266666666,W,1,8,1.34,3347.0
736382.6758217593,37.9055855,N,107.707933,W,1,8,1.34,3346.9
736382.6758333333,37.905586166666666,N,107.707931,W,1,8,1.39,3346.2
736382.6758449074,37.90558716666666,N,107.70793033333334,W,1,8,1.34,3345.7
736382.6758564815,37.905589,N,107.70792916666667,W,1,8,1.34,3345.0
736382.6758680556,37.90558933333333,N,107.70792833333333,W,1,8,1.34,3344.4
736382.6758796297,37.90558983333333,N,107.707927,W,1,8,1.34,3343.6
736382.6758912037,37.905590833333335,N,107.70792783333333,W,1,8,1.34,3343.4
736382.6759027778,37.905592166666665,N,107.70792683333333,W,1,8,1.34,3342.5
736382.6759143518,37.9055935,N,107.7079265,W,1,8,1.34,3342.6
736382.675925926,37.9055945,N,107.707925,W,1,8,1.34,3342.2
736382.6759375,37.905595166666664,N,107.70792283333333,W,1,8,1.34,3341.4
736382.6759490741,37.90559616666667,N,107.70792133333333,W,1,8,1.34,3341.0
736382.6759606481,37.90559733333333,N,107.707921,W,1,8,1.34,3340.7
736382.6759722222,37.905598499999996,N,107.70792033333333,W,1,8,1.34,3340.5
736382.6759837962,37.905599333333335,N,107.70792116666667,W,1,8,1.34,3340.8
736382.6759953704,37.905600666666665,N,107.7079205,W,1,8,1.34,3340.9
736382.6760069445,37.9056015,N,107.70792116666667,W,1,8,1.34,3341.2
736382.6760185185,37.9056025,N,107.70792266666666,W,1,8,1.34,3341.4
736382.6760300926,37.905601,N,107.7079225,W,1,8,1.34,3341.8
736382.6760416667,37.9056015,N,107.70791966666667,W,1,8,1.34,3341.2
736382.6760532408,37.90560033333333,N,107.70792216666666,W,1,8,1.34,3342.3
736382.6760648148,37.905603166666666,N,107.70792366666667,W,1,8,1.34,3343.0
736382.6760763889,37.90560283333333,N,107.70792633333333,W,1,8,1.34,3343.2
736382.6760879629,37.905603166666666,N,107.70792633333333,W,1,8,1.34,3343.4
736382.676099537,37.90560266666667,N,107.70792733333333,W,1,8,1.34,3344.3
736382.6761111111,37.90560166666667,N,107.70792733333333,W,1,8,1.34,3345.0
736382.6761226852,37.905602,N,107.7079275,W,1,8,1.34,3345.4
736382.6761342592,37.90559983333333,N,107.70792916666667,W,1,8,1.34,3346.1
736382.6761458333,37.9055995,N,107.70792833333333,W,1,8,1.34,3346.0
736382.6761574075,37.9056005,N,107.70792633333333,W,1,8,1.34,3345.9
736382.6761689815,37.90559966666667,N,107.70792533333334,W,1,8,1.34,3345.7
736382.6761805556,37.9055995,N,107.707926,W,1,8,1.34,3345.6
736382.6761921296,37.905601833333336,N,107.70792516666667,W,1,8,1.34,3345.6
736382.6762037037,37.905603,N,107.70792516666667,W,1,8,1.34,3345.8
736382.6762152778,37.905604833333335,N,107.70792733333333,W,1,8,1.59,3345.9
736382.6762268519,37.905607,N,107.70792483333334,W,1,8,1.59,3345.6
736382.6762384259,37.9056075,N,107.70792233333333,W,1,8,1.59,3345.3
